0;0;0;0;land;false;unknown;0
1;187;185;219;land;false;plains;1
2;224;194;151;land;false;plains;1
3;111;143;249;land;false;plains;1
4;231;144;206;land;false;plains;1
5;238;183;153;land;false;plains;1
6;165;182;236;land;false;plains;1
7;100;229;201;land;false;plains;1
8;249;240;216;land;false;plains;1
9;155;198;204;land;false;plains;1
10;234;249;66;land;false;plains;1
11;226;182;105;land;false;plains;1
12;169;94;250;land;false;plains;1
13;113;195;196;land;false;plains;1
14;224;229;205;land;false;plains;1
15;215;178;245;land;false;plains;1
16;239;89;243;land;false;plains;1
17;231;117;177;land;false;plains;1
18;252;14;251;land;false;plains;1
19;246;187;249;land;false;plains;1
20;253;191;90;land;true;plains;1
21;232;59;212;land;false;plains;1
22;224;205;101;land;false;plains;1
23;181;240;240;land;false;plains;1
24;212;199;154;land;false;plains;1
25;187;208;166;land;false;plains;1
26;232;96;183;land;false;plains;1
27;215;229;236;land;false;plains;1
28;162;161;230;land;true;plains;1
29;221;157;231;land;false;plains;1
30;226;220;123;land;false;plains;1
31;195;128;233;land;true;plains;1
32;101;189;215;land;false;plains;1
33;225;186;177;land;false;plains;1
34;219;231;116;land;false;plains;1
35;40;243;245;land;false;plains;1
36;194;184;131;land;false;plains;1
37;241;187;126;land;false;plains;1
38;236;209;208;land;false;plains;1
39;247;72;204;land;false;plains;1
40;212;245;143;land;false;plains;1
41;145;216;175;land;false;plains;1
42;254;246;195;land;false;plains;1
43;104;240;178;land;false;plains;1
44;239;244;88;land;false;plains;1
45;192;237;140;land;false;plains;1
46;109;214;211;land;false;plains;1
47;176;246;132;land;true;plains;1
48;208;233;166;land;false;plains;1
49;203;56;250;land;false;plains;1
50;227;224;128;land;false;plains;1
51;232;183;236;land;false;plains;1
52;232;226;250;land;false;plains;1
53;236;136;208;land;false;plains;1
54;218;174;232;land;false;plains;1
55;244;249;84;land;false;plains;1
56;85;236;249;land;false;plains;1
57;213;214;240;land;false;plains;1
58;231;194;109;land;true;plains;1
59;111;221;183;land;false;plains;1
60;226;186;165;land;false;plains;1
61;118;240;242;land;false;plains;1
62;249;116;191;land;false;plains;1
63;119;208;251;land;false;plains;1
64;199;245;251;land;false;plains;1
65;144;174;247;land;false;plains;1
66;185;114;238;land;false;plains;1
67;162;249;143;land;false;plains;1
68;248;122;140;land;false;plains;1
69;175;223;111;land;false;plains;1
70;251;196;250;land;false;plains;1
71;133;159;224;land;false;plains;1
72;220;95;233;land;true;plains;1
73;223;146;132;land;false;plains;1
74;250;137;201;land;false;plains;1
75;186;199;176;land;true;plains;1
76;251;196;99;land;false;plains;1
77;182;230;182;land;false;plains;1
78;172;169;227;land;false;plains;1
79;176;233;233;land;false;plains;1
80;226;77;208;land;false;plains;1
81;160;206;146;land;false;plains;1
82;156;144;214;land;false;plains;1
83;239;195;125;land;false;plains;1
84;164;187;172;land;false;plains;1
85;109;254;186;land;true;plains;1
86;97;219;188;land;false;plains;1
87;139;208;164;land;false;plains;1
88;194;205;125;land;false;plains;1
89;156;173;185;land;false;plains;1
90;220;226;192;land;false;plains;1
91;239;160;183;land;false;plains;1
92;153;183;242;land;false;plains;1
93;217;160;133;land;false;plains;1
94;242;214;206;land;false;plains;1
95;186;233;162;land;false;plains;1
96;213;253;120;land;false;plains;1
97;250;145;124;land;false;plains;1
98;104;174;230;land;true;plains;1
99;231;231;69;land;false;plains;1
100;250;207;235;land;false;plains;1
101;192;230;249;land;false;plains;1
102;242;137;246;land;false;plains;1
103;121;176;243;land;false;plains;1
104;191;253;165;land;true;plains;1
105;232;127;237;land;false;plains;1
106;241;181;183;land;false;plains;1
107;49;248;226;land;false;plains;1
108;164;248;201;land;false;plains;1
109;222;112;208;land;true;plains;1
110;164;193;243;land;false;plains;1
111;146;223;140;land;false;plains;1
112;209;160;151;land;false;plains;1
113;225;247;243;land;false;plains;1
114;244;242;19;land;false;plains;1
